"","WT_1","KD_1","WT_2","KD_2","WT_3","KD_3"
"100874089",0,0,2,1,0,0
"100874090",0,0,0,0,0,0
"100874091",0,0,1,2,0,0
"100874092",0,0,6,6,0,0
"100874093",0,0,0,1,0,0
"100874094",0,0,8,10,0,0
"100874095",0,0,0,0,0,0
"100874096",0,0,0,0,0,0
"100874097",0,0,4,0,0,0
"100874100",0,0,1,0,0,0
"100874101",0,0,0,0,0,0
"100874102",0,0,0,0,0,0
"100874107",0,0,2,0,0,0
"100874110",0,0,0,0,0,0
"100874111",0,0,4,7,0,0
"100874114",0,0,0,0,0,0
"100874115",0,0,0,2,0,0
"100874118",0,0,0,7,0,0
"100874120",0,0,0,0,0,0
"100874122",0,0,0,0,0,0
"100874123",0,0,10,5,0,0
"100874126",0,0,0,0,0,0
"100874127",0,0,0,0,0,0
"100874128",0,0,0,0,0,0
"100874130",0,0,0,0,0,0
"100874131",0,0,0,0,0,0
"100874137",0,0,0,0,0,0
"100874139",0,0,0,0,0,0
"100874143",0,0,0,0,0,0
"100874145",0,0,0,0,0,0
"100874147",0,0,0,0,0,0
"100874150",0,0,0,0,0,0
"100874151",0,0,0,0,0,0
"100874155",0,0,0,0,0,0
"100874157",0,0,0,0,0,0
"100874158",0,0,0,0,0,0
"100874159",0,0,10,3,0,0
"100874161",0,0,0,0,0,0
"100874164",0,0,0,0,0,0
"100874167",0,0,0,0,0,0
"100874168",0,0,0,0,0,0
"100874169",0,0,0,0,0,0
"100874172",0,0,0,0,0,0
"100874173",0,0,0,0,0,0
"100874175",0,0,0,0,0,0
"100874176",0,0,0,0,0,0
"100874179",0,0,0,0,0,0
"100874182",0,0,0,0,0,0
"100874184",0,0,0,0,0,0
"100874185",0,0,0,0,0,0
"100874187",0,0,0,0,0,0
"100874188",0,0,6,10,0,0
"100874190",0,0,0,0,0,0
"100874194",0,0,0,0,0,0
"100874195",0,0,0,0,0,0
"100874196",0,0,0,0,0,0
"100874197",0,0,0,0,0,0
"100874198",0,0,0,0,0,0
"100874200",0,0,0,0,0,0
"100874201",0,0,0,0,0,0
"100874203",0,0,0,1,0,0
"100874204",0,0,0,0,0,0
"100874205",0,0,0,0,0,0
"100874206",0,0,0,0,0,0
"100874207",0,0,9,26,0,0
"100874208",0,0,0,0,0,0
"100874211",0,0,68,76,0,0
"100874212",0,0,2,0,0,0
"100874214",0,0,21,23,0,0
"100874216",0,0,0,0,0,0
"100874218",0,0,0,0,0,0
"100874219",0,0,0,0,0,0
"100874221",0,0,0,1,0,0
"100874222",0,0,1,0,0,0
"100874226",0,0,0,0,0,0
"100874231",0,0,0,0,0,0
"100874234",0,0,0,0,0,0
"100874235",0,0,0,0,0,0
"100874236",0,0,0,0,0,0
"100874237",0,0,0,0,0,0
"100874239",0,0,0,0,0,0
"100874241",0,0,0,3,0,0
"100874242",0,0,2,0,0,0
"100874243",0,0,2,0,0,0
"100874244",0,0,0,0,0,0
"100874245",0,0,0,0,0,0
"100874246",0,0,19,4,0,0
"100874249",0,0,11,14,0,0
"100874251",0,0,0,0,0,0
"100874253",0,0,6,4,0,0
"100874255",0,0,5,1,0,0
"100874259",0,0,0,0,0,0
"100874261",0,0,9,3,0,0
"100874264",0,0,0,0,0,0
"100874270",0,0,0,0,0,0
"100874273",0,0,0,0,0,0
"100874275",0,0,0,0,0,0
"100874278",0,0,5,1,0,0
"100874281",0,0,0,0,0,0
"100874282",0,0,0,0,0,0
"100874284",0,0,1,0,0,0
"100874286",0,0,0,0,0,0
"100874291",0,0,8,2,0,0
"100874295",0,0,0,0,0,0
"100874300",0,0,3,0,0,0
"100874309",0,0,1,2,0,0
"100874313",0,0,0,0,0,0
"100874322",0,0,4,0,0,0
"100874323",0,0,0,0,0,0
"100874325",0,0,0,0,0,0
"100874326",0,0,0,0,0,0
"100874330",0,0,0,0,0,0
"100874342",0,0,1,0,0,0
"100874343",0,0,2,3,0,0
"100874353",0,0,0,0,0,0
"100874355",0,0,0,0,0,0
"100874361",0,0,0,0,0,0
"100874362",0,0,75,34,0,0
"100874363",0,0,1,2,0,0
"100874364",0,0,0,5,0,0
"100874365",0,0,0,0,0,0
"100874366",0,0,0,0,0,0
"100874369",0,0,0,0,0,0
"100874370",0,0,0,0,0,0
"100874372",0,0,0,0,0,0
"100874374",0,0,0,0,0,0
"100874375",0,0,3,1,0,0
"100874377",0,0,1,0,0,0
"100874392",0,0,0,0,0,0
"100874433",0,0,0,0,0,0
"100874528",0,0,0,0,0,0
"100874530",0,0,1,1,0,0
"100874531",0,0,0,0,0,0
"100885775",0,0,0,0,0,0
"100885776",0,0,104,57,0,0
"100885777",0,0,0,0,0,0
"100885778",0,0,7,1,0,0
"100885779",0,0,0,0,0,0
"100885780",0,0,0,0,0,0
"100885781",0,0,0,0,0,0
"100885782",0,0,0,0,0,0
"100885789",0,0,0,0,0,0
"100885795",0,0,2,0,0,0
"100885796",0,0,0,0,0,0
"100885798",0,0,0,0,0,0
"100885848",0,0,8,3,0,0
"100885850",0,0,0,0,0,0
"100886964",0,0,0,0,0,0
"100887744",0,0,0,0,0,0
"100887750",0,0,20,24,0,0
"100887754",0,0,0,0,0,0
"100887755",0,0,0,0,0,0
"10089",10,15,5,2,4,6
"1009",654,1988,14,982,14,1553
"10090",1678,2209,516,1388,1172,1934
"10092",6569,6007,4200,5886,5404,5906
"10093",10584,7624,2404,4390,6411,7855
"10094",8834,9563,3115,6375,6574,9579
"10095",10184,7797,2241,4426,4964,6457
"10096",12533,12764,8986,8530,18611,14474
"10097",13067,16869,12777,9433,27545,16736
"10098",1118,1684,1048,752,2106,1250
"10099",7655,8465,3034,5356,6503,8569
"100996249",0,0,0,0,0,0
"100996251",0,0,7,6,0,0
"100996255",0,0,15,0,0,0
"100996259",0,0,3,2,0,0
"100996263",0,0,0,0,0,0
"100996266",0,0,6,3,0,0
"100996273",0,0,11,2,0,0
"100996274",0,0,0,0,0,0
"100996279",0,0,0,0,0,0
"100996280",0,0,0,0,0,0
"100996286",0,0,0,0,0,0
"100996291",0,0,0,0,0,0
"100996295",0,0,0,0,0,0
"100996301",0,0,1,0,0,0
"100996307",0,0,12,10,0,0
"100996318",0,0,2,1,0,0
"100996324",0,0,0,0,0,0
"100996325",0,0,0,0,0,0
"100996331",0,0,0,0,0,0
"100996335",0,0,0,0,0,0
"100996338",0,0,0,0,0,0
"100996342",0,0,0,0,0,0
"100996348",0,0,1,3,0,0
"100996349",0,0,0,0,0,0
"100996351",0,0,8,3,0,0
"100996365",0,0,0,0,0,0
"100996379",0,0,0,0,0,0
"100996385",0,0,0,0,0,0
"100996401",0,0,0,0,0,0
"100996414",0,0,0,0,0,0
"100996415",0,0,6,0,0,0
"100996425",0,0,6,5,0,0
"100996437",0,0,41,21,0,0
"100996447",0,0,66,83,0,0
"100996455",0,0,0,0,0,0
"100996465",0,0,0,0,0,0
"100996485",0,0,103,132,0,0
"100996490",0,0,0,0,0,0
"100996492",0,0,7,3,0,0
"100996511",0,0,26,16,0,0
"100996539",0,0,24,29,0,0
"100996541",0,0,2,0,0,0
"100996567",0,0,0,0,0,0
"100996569",0,0,0,0,0,0
"100996570",0,0,0,0,0,0
"100996571",0,0,9,6,0,0
"100996573",0,0,9,8,0,0
"100996574",0,0,0,0,0,0
"100996579",0,0,0,0,0,0
"100996582",0,0,0,0,0,0
"100996583",0,0,0,0,0,0
"100996590",0,0,0,0,0,0
"100996597",0,0,0,0,0,0
"100996598",0,0,6,0,0,0
"100996609",0,0,2,0,0,0
"100996624",0,0,0,0,0,0
"100996631",0,0,0,0,0,0
"100996634",0,0,1,2,0,0
"100996635",0,0,0,0,0,0
"100996637",0,0,0,0,0,0
"100996643",0,0,0,0,0,0
"100996645",0,0,1,0,0,0
"100996648",0,0,0,0,0,0
"100996654",0,0,0,2,0,0
"100996664",0,0,21,7,0,0
"100996665",0,0,0,0,0,0
"100996669",0,0,0,0,0,0
"100996671",0,0,0,0,0,0
"100996679",0,0,0,1,0,0
"100996693",0,0,13,19,0,0
"100996694",0,0,0,0,0,0
"100996701",0,0,0,0,0,0
"100996702",0,0,1,1,0,0
"100996712",0,0,248,115,0,0
"100996713",0,0,0,0,0,0
"100996721",0,0,0,0,0,0
"100996724",0,0,721,232,0,0
"100996738",0,0,0,0,0,0
"100996746",0,0,0,0,0,0
"100996758",0,0,0,0,0,0
"100996761",0,0,10,14,0,0
"100996763",0,0,141,110,0,0
"100996792",0,0,1,1,0,0
"100996813",0,0,1,0,0,0
"100996876",0,0,0,0,0,0
"100996928",0,0,0,0,0,0
"100996939",0,0,0,0,0,0
"100996941",0,0,1,0,0,0
"101",138,99,78,87,127,132
"1010",0,0,0,0,3,0
"10100",14,55,8,14,26,45
"10101",1604,1231,284,831,602,1033
"10102",2430,2219,513,1394,1095,1949
"10103",142,327,116,77,181,84
"10105",13964,8524,2063,5340,4334,7396
"101054525",0,0,0,0,0,0
"101055625",0,0,0,0,0,0
"101059906",0,0,0,0,0,0
"101059914",0,0,0,0,0,0
"101059915",0,0,19,0,0,0
"101059918",0,0,0,0,0,0
"101059938",0,0,1,2,0,0
"101059948",0,0,80,51,0,0
"101059953",0,0,12,23,0,0
"10106",7340,6516,2014,4223,4276,6409
"101060004",0,0,0,0,0,0
"101060017",0,0,0,0,0,0
"101060019",0,0,0,0,0,0
"101060022",0,0,0,0,0,0
"101060024",0,0,0,0,0,0
"101060026",0,0,0,3,0,0
"101060091",0,0,21,19,0,0
"101060146",0,0,0,0,0,0
"101060171",0,0,0,0,0,0
"101060179",0,0,0,0,0,0
"101060181",0,0,0,0,0,0
"101060200",0,0,27,2,0,0
"101060211",0,0,0,0,0,0
"101060226",0,0,341,205,0,0
"101060233",0,0,0,0,0,0
"101060254",0,0,1,0,0,0
"101060264",0,0,9,4,0,0
"101060301",0,0,0,0,0,0
"101060321",0,0,0,1,0,0
"101060341",0,0,0,0,0,0
"101060351",0,0,13,0,0,0
"101060376",0,0,22,9,0,0
"101060385",0,0,0,0,0,0
"101060389",0,0,6,8,0,0
"101060391",0,0,0,0,0,0
"101060498",0,0,4,0,0,0
"101060524",0,0,0,0,0,0
"101060542",0,0,29,24,0,0
"101060544",0,0,3,9,0,0
"101060553",0,0,6,2,0,0
"101060569",0,0,0,0,0,0
"101060684",0,0,156,210,0,0
"101060691",0,0,212,198,0,0
"10107",0,0,0,0,0,0
"10109",15581,13998,6379,9686,13676,14351
"10110",2,6,3,1,0,1
"101101772",0,0,32,58,0,0
"101101773",0,0,0,0,0,0
"101101775",0,0,4,3,0,0
"101101776",0,0,1,1,0,0
"10111",1864,3758,2106,1782,4534,3357
"10112",6266,5876,2012,3706,4469,5552
"10113",3380,2762,921,1577,2064,2239
"10114",429,1328,807,660,1281,854
"101154687",0,0,0,0,0,0
"101154753",0,0,4,8,0,0
"10116",645,959,1376,1318,1331,857
"10117",0,0,3,0,4,0
"101180901",0,0,0,0,0,0
"101180976",0,0,0,0,0,0
"1012",6566,8932,5303,4294,11612,6969
"10120",4817,3725,1394,2625,2823,3332
"10121",10106,7219,2077,3436,6282,6946
"10123",4173,4752,4658,4051,9462,6153
"10124",769,856,469,400,1008,740
"101241891",0,0,0,0,0,0
"101241892",0,0,73,19,0,0
"101241902",0,0,0,0,0,0
"101243544",0,0,0,0,0,0
"101243545",0,0,351,600,0,0
"101243555",0,0,3,0,0,0
"10125",4,9,23,10,48,26
"10126",867,418,396,405,878,583
"10127",980,738,297,450,589,628
"10128",3456,5459,3469,3435,7766,6016
"10129",32,25,88,14,170,21
"1013",4,0,5,0,1,0
"10130",6546,9199,3695,4520,7204,6699
"10131",3496,1816,591,1386,1153,1955
"10133",4937,6680,2113,3209,4234,5001
"10134",12912,8636,2715,5453,5887,7848
"101340250",0,0,0,0,0,0
"101340251",0,0,2,0,0,0
"101340252",0,0,0,0,0,0
"10135",10209,26716,11587,7245,25569,13134
"10136",0,0,0,0,0,0
"10137",2722,2614,1459,1815,3030,2782
"10138",683,1213,321,575,650,1077
"10139",889,746,561,499,1065,662
"1014",9,15,1,5,14,2
"10140",623,556,304,345,595,412
"101409253",0,0,0,0,0,0
"101409254",0,0,0,0,0,0
"101409256",0,0,3,1,0,0
"101409257",0,0,0,0,0,0
"101409258",0,0,7,6,0,0
"101409261",0,0,4,4,0,0
"10141",0,2,0,0,0,0
"101410533",0,0,4,15,0,0
"101410534",0,0,0,0,0,0
"101410535",0,0,4,9,0,0
"101410536",0,0,0,0,0,0
"101410537",0,0,2,0,0,0
"101410538",0,0,346,408,0,0
"101410540",0,0,0,0,0,0
"101410541",0,0,0,0,0,0
"101410542",0,0,5,3,0,0
"101410543",0,0,0,0,0,0
"101410544",0,0,1,0,0,0
"101410545",0,0,0,0,0,0
"10142",290,769,1159,416,2973,1026
"10143",0,0,0,0,0,0
"10144",328,519,498,287,994,527
"101447996",0,0,0,0,0,0
"101448202",0,0,3,2,0,0
"10146",10277,12511,5724,7993,7545,9124
"10147",3209,4195,2718,2714,5093,3752
"10148",99,194,41,31,90,39
"10149",8,13,5,6,12,5
"1015",1,0,0,3,0,3
"10150",996,1417,1498,781,3148,1725
"10151",7,18,7,9,9,9
"101515984",0,0,0,0,0,0
"10152",2316,3253,2045,1959,4580,3050
"10153",971,1989,1371,1037,2759,1985
"10154",5,12,29,22,18,27
"10155",17345,12986,3935,8035,8514,10316
"101559451",0,0,2,2,0,0
"10156",24,32,45,20,166,19
"10157",186,170,152,97,381,244
"10158",12,16,0,3,4,0
"10159",4910,8117,2807,3739,6160,6831
"101593348",0,0,10,4,0,0
"1016",0,6,57,4,121,8
"10160",1361,1123,685,625,1448,750
"10161",19,22,21,12,63,36
"10162",2624,3440,775,1512,1489,2163
"10163",7803,5894,3174,4549,5160,4553
"10164",32,50,11,32,18,60
"10165",2683,2554,1047,1751,2103,2656
"10166",1136,1411,424,666,804,894
"101669762",0,0,0,2,0,0
"101669764",0,0,1,0,0,0
"101669766",0,0,0,0,0,0
"101669767",0,0,0,0,0,0
"10168",554,701,412,355,998,497
"10169",4794,4258,1664,2656,3409,4085
"1017",4660,6998,1384,2682,2932,4207
"10170",10,40,23,20,46,43
"10171",1189,1051,264,579,632,916
"10172",59,80,0,55,0,108
"101730217",0,0,0,0,0,0
"101735302",0,0,0,3,0,0
"10174",1809,2317,812,977,1798,1377
"10175",5562,6409,2583,3618,5661,5520
"101752334",0,0,0,0,0,0
"101752399",0,0,180,107,0,0
"101752400",0,0,45,35,0,0
"10178",0,1,0,0,0,0
"10179",443,696,331,462,551,656
"1018",151,177,0,0,93,119
"10180",2217,1751,1214,1131,2377,1732
"101805488",0,0,0,0,0,0
"101805491",0,0,0,0,0,0
"101805492",0,0,0,0,0,0
"10181",1767,2032,1375,1402,2567,1858
"10184",3500,5794,2418,3194,4943,5093
"10186",1289,2470,726,764,1901,1408
"101867536",0,0,0,1,0,0
"10188",1480,1051,509,565,994,750
"10189",5247,3212,1220,2118,2614,2924
"1019",18838,16428,3485,10984,7494,15922
"10190",1984,2091,772,1237,1656,1932
"101926888",0,0,52,29,0,0
"101926889",0,0,0,0,0,0
"101926890",0,0,0,0,0,0
"101926892",0,0,0,0,0,0
"101926895",0,0,2,2,0,0
"101926896",0,0,0,0,0,0
"101926897",0,0,0,0,0,0
"101926898",0,0,0,0,0,0
"101926900",0,0,1,0,0,0
"101926903",0,0,0,0,0,0
"101926904",0,0,0,0,0,0
"101926905",0,0,0,0,0,0
"101926906",0,0,0,0,0,0
"101926908",0,0,0,0,0,0
"101926911",0,0,10,9,0,0
"101926913",0,0,5,2,0,0
"101926915",0,0,0,0,0,0
"101926924",0,0,0,0,0,0
"101926925",0,0,20,67,0,0
"101926926",0,0,4,0,0,0
"101926928",0,0,1,0,0,0
"101926930",0,0,0,0,0,0
"101926933",0,0,9,3,0,0
"101926935",0,0,0,0,0,0
"101926940",0,0,7,21,0,0
"101926941",0,0,25,35,0,0
"101926942",0,0,0,0,0,0
"101926943",0,0,1,0,0,0
"101926944",0,0,0,0,0,0
"101926950",0,0,0,0,0,0
"101926951",0,0,0,0,0,0
"101926955",0,0,0,0,0,0
"101926960",0,0,0,0,0,0
"101926962",0,0,0,0,0,0
"101926963",0,0,0,0,0,0
"101926964",0,0,0,0,0,0
"101926966",0,0,0,0,0,0
"101926971",0,0,0,0,0,0
"101926975",0,0,0,0,0,0
"101926978",0,0,0,2,0,0
"101926982",0,0,0,1,0,0
"101926985",0,0,0,0,0,0
"101926987",0,0,0,1,0,0
"101926996",0,0,0,2,0,0
"101926997",0,0,0,0,0,0
"101927003",0,0,5,2,0,0
"101927007",0,0,0,0,0,0
"101927015",0,0,0,0,0,0
"101927016",0,0,0,0,0,0
"101927017",0,0,0,0,0,0
"101927018",0,0,2,0,0,0
"101927020",0,0,0,0,0,0
"101927021",0,0,97,117,0,0
"101927023",0,0,0,0,0,0
"101927027",0,0,484,203,0,0
"101927029",0,0,0,0,0,0
"101927034",0,0,5,1,0,0
"101927040",0,0,6,10,0,0
"101927043",0,0,2,8,0,0
"101927045",0,0,117,36,0,0
"101927048",0,0,0,0,0,0
"101927049",0,0,1,0,0,0
"101927051",0,0,2,2,0,0
"101927053",0,0,0,0,0,0
"101927055",0,0,0,0,0,0
"101927056",0,0,7,11,0,0
"101927058",0,0,0,0,0,0
"101927059",0,0,0,0,0,0
"101927062",0,0,0,0,0,0
"101927066",0,0,0,0,0,0
"101927067",0,0,0,3,0,0
"101927069",0,0,0,0,0,0
"101927070",0,0,0,0,0,0
"101927074",0,0,0,0,0,0
"101927075",0,0,0,1,0,0
"101927078",0,0,1,0,0,0
"101927079",0,0,0,0,0,0
"101927081",0,0,0,0,0,0
"101927082",0,0,0,0,0,0
"101927084",0,0,1,4,0,0
"101927087",0,0,0,0,0,0
"101927096",0,0,6,8,0,0
"101927100",0,0,9,8,0,0
"101927102",0,0,3,3,0,0
"101927111",0,0,48,39,0,0
"101927112",0,0,0,0,0,0
"101927115",0,0,0,0,0,0
"101927117",0,0,6,3,0,0
"101927120",0,0,0,0,0,0
"101927123",0,0,0,0,0,0
"101927124",0,0,4,2,0,0
"101927125",0,0,0,7,0,0
"101927129",0,0,0,0,0,0
"101927131",0,0,0,0,0,0
"101927132",0,0,0,0,0,0
"101927134",0,0,1,0,0,0
"101927136",0,0,4,1,0,0
"101927139",0,0,0,0,0,0
"101927141",0,0,0,0,0,0
"101927142",0,0,4,5,0,0
"101927143",0,0,0,0,0,0
"101927147",0,0,30,2,0,0
"101927149",0,0,0,0,0,0
"101927150",0,0,0,0,0,0
"101927151",0,0,134,241,0,0
"101927152",0,0,0,0,0,0
"101927153",0,0,0,0,0,0
"101927155",0,0,17,6,0,0
"101927156",0,0,0,0,0,0
"101927157",0,0,0,0,0,0
"101927159",0,0,0,0,0,0
"101927160",0,0,26,15,0,0
"101927164",0,0,3,0,0,0
"101927166",0,0,2,0,0,0
"101927167",0,0,19,3,0,0
"101927171",0,0,1,1,0,0
"101927176",0,0,0,0,0,0
"101927178",0,0,1,0,0,0
"101927179",0,0,0,0,0,0
"101927181",0,0,39,32,0,0
"101927186",0,0,0,0,0,0
"101927188",0,0,1,0,0,0
"101927189",0,0,1,0,0,0
"101927190",0,0,0,0,0,0
"101927193",0,0,0,0,0,0
"101927195",0,0,0,0,0,0
"101927196",0,0,0,0,0,0
"101927204",0,0,46,104,0,0
"101927207",0,0,0,0,0,0
"101927210",0,0,0,0,0,0
"101927211",0,0,1,0,0,0
"101927215",0,0,0,0,0,0
"101927216",0,0,0,0,0,0
"101927217",0,0,3,0,0,0
"101927219",0,0,0,0,0,0
"101927220",0,0,25,16,0,0
"101927221",0,0,6,21,0,0
"101927224",0,0,0,0,0,0
"101927228",0,0,0,0,0,0
"101927229",0,0,0,0,0,0
"101927230",0,0,3,7,0,0
"101927233",0,0,4,2,0,0
"101927237",0,0,1,0,0,0
"101927239",0,0,0,0,0,0
"101927242",0,0,0,0,0,0
"101927243",0,0,0,0,0,0
"101927244",0,0,3,1,0,0
"101927245",0,0,33,39,0,0
"101927248",0,0,0,0,0,0
"101927249",0,0,37,22,0,0
"101927250",0,0,2,3,0,0
"101927257",0,0,0,0,0,0
"101927258",0,0,0,3,0,0
"101927260",0,0,101,86,0,0
"101927262",0,0,4,1,0,0
"101927267",0,0,12,5,0,0
"101927269",0,0,0,0,0,0
"101927272",0,0,0,0,0,0
"101927273",0,0,0,0,0,0
"101927274",0,0,0,0,0,0
"101927275",0,0,10,9,0,0
"101927277",0,0,0,0,0,0
"101927278",0,0,3,14,0,0
"101927279",0,0,18,10,0,0
"101927280",0,0,0,0,0,0
"101927282",0,0,0,0,0,0
"101927284",0,0,0,0,0,0
"101927285",0,0,0,0,0,0
"101927286",0,0,0,0,0,0
"101927288",0,0,23,9,0,0
"101927289",0,0,0,0,0,0
"101927292",0,0,0,0,0,0
"101927295",0,0,0,0,0,0
"101927296",0,0,0,0,0,0
"101927305",0,0,0,0,0,0
"101927310",0,0,0,0,0,0
"101927311",0,0,0,0,0,0
"101927313",0,0,0,0,0,0
"101927314",0,0,1,0,0,0
"101927318",0,0,0,1,0,0
"101927320",0,0,0,0,0,0
"101927322",0,0,5,1,0,0
"101927323",0,0,10,3,0,0
"101927324",0,0,0,0,0,0
"101927332",0,0,0,7,0,0
"101927334",0,0,0,0,0,0
"101927342",0,0,0,0,0,0
"101927345",0,0,4,3,0,0
"101927346",0,0,0,0,0,0
"101927347",0,0,0,0,0,0
"101927348",0,0,1,0,0,0
"101927350",0,0,0,0,0,0
"101927352",0,0,20,13,0,0
"101927353",0,0,0,0,0,0
"101927354",0,0,1,2,0,0
"101927356",0,0,0,0,0,0
"101927358",0,0,0,0,0,0
"101927359",0,0,4,0,0,0
"101927360",0,0,0,0,0,0
"101927363",0,0,0,0,0,0
"101927364",0,0,0,0,0,0
"101927365",0,0,51,64,0,0
"101927374",0,0,0,0,0,0
"101927375",0,0,0,0,0,0
"101927376",0,0,1,1,0,0
"101927378",0,0,0,0,0,0
"101927379",0,0,0,0,0,0
"101927380",0,0,1,1,0,0
"101927381",0,0,0,0,0,0
"101927391",0,0,14,10,0,0
"101927394",0,0,0,0,0,0
"101927396",0,0,0,0,0,0
"101927401",0,0,0,0,0,0
"101927402",0,0,11,4,0,0
"101927403",0,0,0,0,0,0
"101927405",0,0,2,0,0,0
"101927406",0,0,0,0,0,0
"101927410",0,0,0,0,0,0
"101927411",0,0,0,0,0,0
"101927412",0,0,0,0,0,0
"101927415",0,0,17,14,0,0
"101927416",0,0,0,0,0,0
"101927417",0,0,134,27,0,0
"101927418",0,0,7,2,0,0
"101927419",0,0,0,0,0,0
"101927420",0,0,6,7,0,0
"101927421",0,0,0,0,0,0
"101927422",0,0,0,0,0,0
"101927423",0,0,11,26,0,0
"101927430",0,0,0,0,0,0
"101927431",0,0,0,0,0,0
"101927433",0,0,0,0,0,0
"101927434",0,0,0,0,0,0
"101927435",0,0,0,0,0,0
"101927437",0,0,0,0,0,0
"101927438",0,0,0,0,0,0
"101927446",0,0,0,0,0,0
"101927449",0,0,0,0,0,0
"101927450",0,0,0,0,0,0
"101927455",0,0,0,0,0,0
"101927457",0,0,0,0,0,0
"101927459",0,0,0,0,0,0
"101927460",0,0,0,0,0,0
"101927464",0,0,0,0,0,0
"101927465",0,0,0,0,0,0
"101927468",0,0,0,0,0,0
"101927469",0,0,0,0,0,0
"101927472",0,0,3,1,0,0
"101927476",0,0,0,2,0,0
"101927477",0,0,0,0,0,0
"101927478",0,0,0,0,0,0
"101927481",0,0,5,8,0,0
"101927482",0,0,135,118,0,0
"101927487",0,0,0,0,0,0
"101927488",0,0,0,0,0,0
"101927489",0,0,0,0,0,0
"101927492",0,0,2,0,0,0
"101927494",0,0,0,0,0,0
"101927495",0,0,0,0,0,0
"101927497",0,0,5,2,0,0
"101927498",0,0,0,0,0,0
"101927501",0,0,4,1,0,0
"101927502",0,0,0,0,0,0
"101927503",0,0,0,0,0,0
"101927509",0,0,40,16,0,0
"101927513",0,0,0,0,0,0
"101927523",0,0,0,0,0,0
"101927524",0,0,0,0,0,0
"101927526",0,0,0,0,0,0
"101927528",0,0,72,62,0,0
"101927532",0,0,0,0,0,0
"101927534",0,0,0,0,0,0
"101927539",0,0,0,0,0,0
"101927541",0,0,8,15,0,0
"101927543",0,0,0,0,0,0
"101927546",0,0,0,2,0,0
"101927547",0,0,1,0,0,0
"101927549",0,0,0,0,0,0
"101927550",0,0,7,6,0,0
"101927553",0,0,0,0,0,0
"101927554",0,0,0,2,0,0
"101927557",0,0,0,0,0,0
"101927559",0,0,16,22,0,0
"101927560",0,0,0,1,0,0
"101927562",0,0,0,0,0,0
"101927565",0,0,0,0,0,0
"101927571",0,0,1,8,0,0
"101927572",0,0,6,14,0,0
"101927574",0,0,6,12,0,0
"101927575",0,0,0,0,0,0
"101927577",0,0,0,0,0,0
"101927579",0,0,2,0,0,0
"101927580",0,0,0,0,0,0
"101927581",0,0,0,0,0,0
"101927583",0,0,2,0,0,0
"101927586",0,0,5,10,0,0
"101927587",0,0,0,0,0,0
"101927588",0,0,2,8,0,0
"101927590",0,0,0,0,0,0
"101927591",0,0,0,0,0,0
"101927592",0,0,0,0,0,0
"101927595",0,0,43,27,0,0
"101927597",0,0,19,27,0,0
"101927599",0,0,0,1,0,0
"101927604",0,0,1,0,0,0
"101927606",0,0,0,0,0,0
"101927612",0,0,14,12,0,0
"101927616",0,0,0,0,0,0
"101927619",0,0,0,0,0,0
"101927620",0,0,0,0,0,0
"101927621",0,0,0,0,0,0
"101927623",0,0,1,0,0,0
"101927624",0,0,0,0,0,0
"101927628",0,0,3,1,0,0
"101927630",0,0,6,2,0,0
"101927631",0,0,60,35,0,0
"101927636",0,0,0,0,0,0
"101927637",0,0,0,0,0,0
"101927640",0,0,0,0,0,0
"101927641",0,0,0,0,0,0
"101927642",0,0,438,672,0,0
"101927650",0,0,0,2,0,0
"101927651",0,0,0,0,0,0
"101927653",0,0,1,0,0,0
"101927655",0,0,0,0,0,0
"101927657",0,0,0,0,0,0
"101927659",0,0,0,0,0,0
"101927660",0,0,0,0,0,0
"101927661",0,0,0,0,0,0
"101927666",0,0,3,0,0,0
"101927667",0,0,0,0,0,0
"101927668",0,0,0,0,0,0
"101927671",0,0,0,0,0,0
"101927678",0,0,3,2,0,0
"101927682",0,0,1,1,0,0
"101927683",0,0,0,0,0,0
"101927685",0,0,0,4,0,0
"101927686",0,0,7,2,0,0
"101927688",0,0,0,0,0,0
"101927691",0,0,0,0,0,0
"101927692",0,0,0,0,0,0
"101927694",0,0,0,0,0,0
"101927697",0,0,0,0,0,0
"101927698",0,0,0,0,0,0
"101927700",0,0,0,0,0,0
"101927701",0,0,0,0,0,0
"101927703",0,0,3,5,0,0
"101927704",0,0,0,0,0,0
"101927708",0,0,4,0,0,0
"101927709",0,0,0,0,0,0
"101927715",0,0,0,0,0,0
"101927718",0,0,0,0,0,0
"101927720",0,0,0,0,0,0
"101927721",0,0,0,0,0,0
"101927722",0,0,0,0,0,0
"101927726",0,0,5,4,0,0
"101927727",0,0,0,0,0,0
"101927728",0,0,0,0,0,0
"101927730",0,0,0,0,0,0
"101927735",0,0,0,0,0,0
"101927736",0,0,0,0,0,0
"101927740",0,0,55,74,0,0
"101927746",0,0,3,0,0,0
"101927750",0,0,66,137,0,0
"101927751",0,0,1,0,0,0
"101927755",0,0,10,8,0,0
"101927759",0,0,5,2,0,0
"101927761",0,0,11,0,0,0
"101927762",0,0,0,0,0,0
"101927763",0,0,0,0,0,0
"101927764",0,0,0,0,0,0
"101927765",0,0,12,32,0,0
"101927766",0,0,0,0,0,0
"101927767",0,0,12,0,0,0
"101927768",0,0,8,1,0,0
"101927769",0,0,0,0,0,0
"101927770",0,0,23,4,0,0
"101927774",0,0,0,0,0,0
